Province_State,State_Code,Admin2,Population,Lat,Long
Arkansas,AR,Izard,13629,36.09604046,-91.90847954
Arkansas,AR,Jackson,16719,35.59802983,-91.21494602
Arkansas,AR,Jefferson,66824,34.26767081,-91.92619839
Arkansas,AR,Johnson,26578,35.56759135,-93.46036368
Arkansas,AR,Lafayette,6624,33.24116713,-93.60677071
Arkansas,AR,Lawrence,16406,36.04188196,-91.10867198
Arkansas,AR,Lee,8857,34.78498904,-90.78383866
Arkansas,AR,Lincoln,13024,33.95317155,-91.74002806
Arkansas,AR,Little River,12259,33.70375665,-94.23468591
Arkansas,AR,Logan,21466,35.21413234,-93.71951016
Arkansas,AR,Lonoke,73309,34.75392199,-91.88742357
Arkansas,AR,Madison,16576,36.01038185,-93.72524943
Arkansas,AR,Marion,16694,36.26844485,-92.68451899
Arkansas,AR,Miller,43257,33.31403423,-93.89285258
Arkansas,AR,Mississippi,40651,35.76271485,-90.05194370000002
Arkansas,AR,Monroe,6701,34.6815935,-91.20540287
Arkansas,AR,Montgomery,8986,34.53704874,-93.65824478
Arkansas,AR,Nevada,8252,33.66340119,-93.30632432
Arkansas,AR,Newton,7753,35.91947491,-93.21612969
Arkansas,AR,Ouachita,23382,33.58839816,-92.87795984
Arkansas,AR,Out of AR,0,0.0,0.0
Arkansas,AR,Perry,10455,34.945915299999996,-92.94372564
Arkansas,AR,Phillips,17782,34.43268455,-90.84800154
Arkansas,AR,Pike,10718,34.16250414,-93.65789349
Arkansas,AR,Poinsett,23528,35.57433534,-90.66268713
Arkansas,AR,Polk,19964,34.48254879,-94.22728802
Arkansas,AR,Pope,64072,35.44871474,-93.03212219
Arkansas,AR,Prairie,8062,34.83624419,-91.55162157
Arkansas,AR,Pulaski,391911,34.77054088,-92.31355101
Arkansas,AR,Randolph,17958,36.3415714,-91.02455531
Arkansas,AR,Saline,122437,34.64916145,-92.67583224
Arkansas,AR,Scott,10281,34.85588887,-94.0632176
Arkansas,AR,Searcy,7881,35.9109364,-92.69936482
Arkansas,AR,Sebastian,127827,35.19605503,-94.27162713
Arkansas,AR,Sevier,17007,33.99780401,-94.2424869
Arkansas,AR,Sharp,17442,36.16258158,-91.47819342
Arkansas,AR,St. Francis,24994,35.02201976,-90.74828138
Arkansas,AR,Stone,12506,35.86251946,-92.15684085
Arkansas,AR,Unassigned,0,0.0,0.0
Arkansas,AR,Union,38682,33.16887091,-92.59746952
Arkansas,AR,Van Buren,16545,35.58095779,-92.51295036
Arkansas,AR,Washington,239187,35.976844,-94.21800746
Arkansas,AR,White,78753,35.25688493,-91.74908296
Arkansas,AR,Woodruff,6320,35.18902527,-91.2439489
Arkansas,AR,Yell,21341,35.00292371,-93.41171338
California,CA,Alameda,1671329,37.64629437,-121.8929271
California,CA,Alpine,1129,38.59678594,-119.82235940000001
California,CA,Amador,39752,38.44583082,-120.65696000000001
California,CA,Butte,219186,39.66727762,-121.6005252
California,CA,Calaveras,45905,38.20537103,-120.55291299999999
California,CA,Colusa,21547,39.17881957,-122.2331726
California,CA,Contra Costa,1153526,37.91923498,-121.9289527
California,CA,Del Norte,27812,41.74228275,-123.89740630000001
California,CA,El Dorado,192843,38.77965956,-120.5233166
California,CA,Fresno,999101,36.75733899,-119.6466953
California,CA,Glenn,28393,39.59875897,-122.3938452
California,CA,Humboldt,135558,40.69923009,-123.876044
California,CA,Imperial,181215,33.0393082,-115.36690420000001
California,CA,Inyo,18039,36.51112084,-117.41119779999998
California,CA,Kern,900202,35.34329425,-118.72777959999999
California,CA,Kings,152940,36.07409056,-119.8159973
California,CA,Lake,64386,39.10124298,-122.75362439999999
California,CA,Lassen,30573,40.67311306,-120.59350990000002
California,CA,Los Angeles,10039107,34.30828379,-118.22824109999999
California,CA,Madera,157327,37.21513971,-119.76655890000002
California,CA,Marin,258826,38.07122463,-122.72106310000001
California,CA,Mariposa,17203,37.57978556,-119.9073334
California,CA,Mendocino,86749,39.4381191,-123.39113130000001
California,CA,Merced,277680,37.18922369,-120.72090349999999
California,CA,Modoc,8841,41.58965602,-120.7244817
California,CA,Mono,14444,37.93899289,-118.8872409
California,CA,Monterey,434061,36.21862405,-121.24133970000001
California,CA,Napa,137744,38.50735751,-122.33283899999999
California,CA,Nevada,99755,39.30394768,-120.76272809999999
California,CA,Orange,3175692,33.70147516,-117.76459979999998
California,CA,Out of CA,0,0.0,0.0
California,CA,Placer,398329,39.06167234,-120.72405690000001
California,CA,Plumas,18807,40.00355989,-120.8395236
California,CA,Riverside,2470546,33.74314981,-115.9933578
California,CA,Sacramento,1552058,38.45106826,-121.34253740000001
California,CA,San Benito,62808,36.60308176,-121.069975
California,CA,San Bernardino,2180085,34.84060306,-116.1774685
California,CA,San Diego,3338330,33.03484597,-116.73653259999999
California,CA,San Francisco,881549,37.75215114,-122.43856720000001
California,CA,San Joaquin,762148,37.93433732,-121.2730061
California,CA,San Luis Obispo,283111,35.38822029,-120.4039028
California,CA,San Mateo,766573,37.422880799999994,-122.32755459999998
California,CA,Santa Barbara,446499,34.65329488,-120.0188492
California,CA,Santa Clara,1927852,37.23104908,-121.6970462
California,CA,Santa Cruz,273213,37.05580291,-122.0066524
California,CA,Shasta,180080,40.76391419,-122.0396884
California,CA,Sierra,3005,39.57713498,-120.52007009999998
California,CA,Siskiyou,43539,41.59198861,-122.54074340000001
California,CA,Solano,447643,38.26827353,-121.9357113
California,CA,Sonoma,494336,38.52746429,-122.88625060000001
California,CA,Stanislaus,550660,37.55862499,-120.9970722
California,CA,Sutter,96971,39.03417539,-121.6945899
California,CA,Tehama,65084,40.12570935,-122.23701709999999
California,CA,Trinity,12285,40.64917670000001,-123.114713
California,CA,Tulare,466195,36.22026558,-118.8020203
California,CA,Tuolumne,54478,38.02644018,-119.95250929999999
California,CA,Unassigned,0,0.0,0.0
California,CA,Ventura,846006,34.44465746,-119.09106129999999
California,CA,Yolo,220500,38.68278902,-121.90182879999999
California,CA,Yuba,78668,39.26255932,-121.35356440000001
Colorado,CO,Adams,517421,39.87432092,-104.3362578
Colorado,CO,Alamosa,16233,37.57250606,-105.7885451
Colorado,CO,Arapahoe,656590,39.64977461,-104.3353617
Colorado,CO,Archuleta,14029,37.19474156,-107.04768670000001
Colorado,CO,Baca,3581,37.31940883,-102.5603223
Colorado,CO,Bent,5577,37.95474293,-103.0720195
Colorado,CO,Boulder,326196,40.09313619,-105.3546767
Colorado,CO,Broomfield,70465,39.95998787,-105.0566324
Colorado,CO,Chaffee,20356,38.74745778,-106.19265729999998
Colorado,CO,Cheyenne,1831,38.82777431,-102.6032558
Colorado,CO,Clear Creek,9700,39.68864463,-105.6463118
Colorado,CO,Conejos,8205,37.201606,-106.19174879999998
Colorado,CO,Costilla,3887,37.27732493,-105.4276548
Colorado,CO,Crowley,6061,38.32608609,-103.7844965
Colorado,CO,Custer,5068,38.10883162,-105.3683478
Colorado,CO,Delta,31162,38.86246243,-107.86313419999999
Colorado,CO,Denver,727211,39.76018276,-104.87256950000001
Colorado,CO,Dolores,2055,37.75208676,-108.5211585
Colorado,CO,Douglas,351154,39.33133796,-104.930001
Colorado,CO,Eagle,55127,39.62754308,-106.6933637
Colorado,CO,El Paso,720403,38.83240149,-104.5251411
Colorado,CO,Elbert,26729,39.28656773,-104.13587209999999
Colorado,CO,Fremont,47839,38.47362326,-105.43996670000001
Colorado,CO,Garfield,60061,39.59921777,-107.902708
Colorado,CO,Gilpin,6243,39.85646523,-105.5252597
Colorado,CO,Grand,15734,40.10603347,-106.11780420000001
Colorado,CO,Gunnison,17462,38.66611652,-107.0320729
Colorado,CO,Hinsdale,820,37.82247444,-107.3004345
Colorado,CO,Huerfano,6897,37.68473101,-104.9612585
Colorado,CO,Jackson,1392,40.66593870000001,-106.3408905
Colorado,CO,Jefferson,582881,39.58635604,-105.2517692
Colorado,CO,Kiowa,1406,38.43260896,-102.7392145
Colorado,CO,Kit Carson,7097,39.30497777,-102.60221990000001
Colorado,CO,La Plata,56221,37.28632032,-107.8429014
Colorado,CO,Lake,8127,39.20278823,-106.35556969999999
Colorado,CO,Larimer,356899,40.66671597,-105.4625784
Colorado,CO,Las Animas,14506,37.3153406,-104.03764579999999
Colorado,CO,Lincoln,5701,38.98749519,-103.51366490000001
Colorado,CO,Logan,22409,40.7249637,-103.110817
Colorado,CO,Mesa,154210,39.01787888,-108.469799
Colorado,CO,Mineral,769,37.66954283,-106.92816979999999
Colorado,CO,Moffat,13283,40.61810999,-108.2070876
Colorado,CO,Montezuma,26183,37.33859579,-108.59588570000001
Colorado,CO,Montrose,42758,38.40214114,-108.26390220000002
Colorado,CO,Morgan,29068,40.26279810000001,-103.8093302
Colorado,CO,Otero,18278,37.9014485,-103.7173385
Colorado,CO,Ouray,4952,38.14717457,-107.7675136
Colorado,CO,Out of CO,0,0.0,0.0
Colorado,CO,Park,18845,39.120926000000004,-105.7182065
Colorado,CO,Phillips,4265,40.59414277,-102.3577703
Colorado,CO,Pitkin,17767,39.21720112,-106.9310027
Colorado,CO,Prowers,12172,37.95544985,-102.3926052
Colorado,CO,Pueblo,168424,38.17359144,-104.5127437
Colorado,CO,Rio Blanco,6324,39.97913541,-108.2179009
Colorado,CO,Rio Grande,11267,37.5836865,-106.3847838
Colorado,CO,Routt,25638,40.48596505,-106.9905548
Colorado,CO,Saguache,6824,38.08054629,-106.28246599999999
Colorado,CO,San Juan,728,37.76248981,-107.67632890000002
Colorado,CO,San Miguel,8179,38.00450883,-108.4020725
Colorado,CO,Sedgwick,2248,40.87595412,-102.3519227
Colorado,CO,Summit,31011,39.63803232,-106.1150762
Colorado,CO,Teller,25388,38.88133511,-105.16148929999999
Colorado,CO,Unassigned,0,0.0,0.0
Colorado,CO,Washington,4908,39.97015535,-103.202587
Colorado,CO,Weld,324492,40.55499405,-104.39296209999999
Colorado,CO,Yuma,10019,40.00346839,-102.4258673
Connecticut,CT,Fairfield,943332,41.26809896,-73.3881171
Connecticut,CT,Hartford,891720,41.80283011,-72.73103891
Connecticut,CT,Litchfield,180333,41.7937534,-73.2451475
Connecticut,CT,Middlesex,162436,41.45949668,-72.53714864
Connecticut,CT,New Haven,854757,41.408032500000004,-72.93620426
Connecticut,CT,New London,265206,41.48896435,-72.10430976
Connecticut,CT,Out of CT,0,0.0,0.0
Connecticut,CT,Tolland,150721,41.85853803,-72.3308481
Connecticut,CT,Unassigned,0,0.0,0.0
Connecticut,CT,Windham,116782,41.82972709,-71.98182316
Delaware,DE,Kent,180786,39.08646628,-75.56884914
Delaware,DE,New Castle,558753,39.57992638,-75.64054974
Delaware,DE,Out of DE,0,0.0,0.0
Delaware,DE,Sussex,234225,38.66143781,-75.39031349
Delaware,DE,Unassigned,0,0.0,0.0
District of Columbia,DC,District of Columbia,705749,38.90417773,-77.01655992
District of Columbia,DC,Out of DC,0,0.0,0.0
District of Columbia,DC,Unassigned,0,0.0,0.0
Florida,FL,Alachua,269043,29.67866525,-82.35928158
Florida,FL,Baker,29210,30.33060121,-82.28467476
Florida,FL,Bay,174705,30.26548745,-85.62122584
Florida,FL,Bradford,28201,29.95079741,-82.16611613
Florida,FL,Brevard,601942,28.29409504,-80.73091022
Florida,FL,Broward,1952778,26.15184651,-80.48725556
Florida,FL,Calhoun,14105,30.40666734,-85.19394153
Florida,FL,Charlotte,188910,26.90131002,-81.92949121
Florida,FL,Citrus,149657,28.84804315,-82.47614748
Florida,FL,Clay,219252,29.98319144,-81.85609986
Florida,FL,Collier,384902,26.11091986,-81.34687065
Florida,FL,Columbia,71686,30.22509788,-82.62160164
Florida,FL,DeSoto,38001,27.18677893,-81.80941373
Florida,FL,Dixie,16826,29.60631086,-83.15724673
Florida,FL,Duval,957755,30.33225875,-81.66976468
Florida,FL,Escambia,318316,30.67652764,-87.37284571
Florida,FL,Flagler,115081,29.45933576,-81.31508595
Florida,FL,Franklin,12125,29.83791238,-84.82731662
Florida,FL,Gadsden,45660,30.57796289,-84.61915825
Florida,FL,Gilchrist,18582,29.72856978,-82.79880657
Florida,FL,Glades,13811,26.95635849,-81.18996211
Florida,FL,Gulf,13639,29.93543004,-85.24270990000002
Florida,FL,Hamilton,14428,30.49673973,-82.94998918
Florida,FL,Hardee,26937,27.49293939,-81.80956574
Florida,FL,Hendry,42022,26.55386945,-81.16469006
Florida,FL,Hernando,193920,28.55364461,-82.42700204
Florida,FL,Highlands,106221,27.34254618,-81.34071957
Florida,FL,Hillsborough,1471968,27.9276559,-82.32013172
Florida,FL,Holmes,19617,30.86747479,-85.81319222
Florida,FL,Indian River,159923,27.69308961,-80.60556721
Florida,FL,Jackson,46414,30.795459700000002,-85.21500423
Florida,FL,Jefferson,14246,30.43669112,-83.89442308
Florida,FL,Lafayette,8422,29.98484137,-83.18166636
Florida,FL,Lake,367118,28.76202069,-81.7125123
Florida,FL,Lee,770577,26.58410348,-81.88399313
Florida,FL,Leon,293582,30.45955727,-84.27491114
Florida,FL,Levy,41503,29.31829741,-82.74007147
Florida,FL,Liberty,8354,30.23766008,-84.8829258
Florida,FL,Madison,18493,30.44396917,-83.47398594
Florida,FL,Manatee,403253,27.47196942,-82.31831044
Florida,FL,Marion,365579,29.21227113,-82.05803627
Florida,FL,Martin,161000,27.0772071,-80.43109784
Florida,FL,Miami-Dade,2716940,25.6112362,-80.55170587
Florida,FL,Monroe,74228,25.20904673,-81.07812416
Florida,FL,Nassau,88625,30.61037141,-81.80297522
Florida,FL,Okaloosa,210738,30.69143028,-86.59267105
Florida,FL,Okeechobee,42168,27.386336199999995,-80.88944347
Florida,FL,Orange,1393452,28.51367621,-81.31799498
Florida,FL,Osceola,375751,28.06312234,-81.14882926
Florida,FL,Out of FL,0,0.0,0.0
Florida,FL,Palm Beach,1496770,26.64676272,-80.46536002
Florida,FL,Pasco,553947,28.30810945,-82.40227529
Florida,FL,Pinellas,974996,27.93130349,-82.72239666
Florida,FL,Polk,724777,27.95027105,-81.69732947
Florida,FL,Putnam,74521,29.60779729,-81.74230285
Florida,FL,Santa Rosa,184313,30.69341450000001,-87.02458128
Florida,FL,Sarasota,433742,27.18546175,-82.33174248
Florida,FL,Seminole,471826,28.7158582,-81.24060348
Florida,FL,St. Johns,264672,29.90096506,-81.43589967
Florida,FL,St. Lucie,328297,27.37763908,-80.47106649
Florida,FL,Sumter,132420,28.70181754,-82.0794267
Florida,FL,Suwannee,44417,30.19746066,-82.99099670000003
Florida,FL,Taylor,21569,30.04848048,-83.60445406
Florida,FL,Unassigned,0,0.0,0.0
Florida,FL,Union,15237,30.04412971,-82.37497443
Florida,FL,Volusia,553284,29.05858895,-81.18263252
Florida,FL,Wakulla,33739,30.16548905,-84.39895211
Florida,FL,Walton,74071,30.64204028,-86.16935664
Florida,FL,Washington,25473,30.61359259,-85.66002461
Georgia,GA,Appling,18386,31.74847232,-82.28909114
Georgia,GA,Atkinson,8165,31.29633502,-82.87545866
Georgia,GA,Bacon,11164,31.55456473,-82.45936528
Georgia,GA,Baker,3038,31.32669878,-84.44218806
Georgia,GA,Baldwin,44890,33.06882326,-83.24701748
Georgia,GA,Banks,19234,34.35607081,-83.49644388
Georgia,GA,Barrow,83240,33.99148694,-83.71436292
Georgia,GA,Bartow,107738,34.23732119,-84.83887523
Georgia,GA,Ben Hill,16700,31.76095874,-83.22145359
Georgia,GA,Berrien,19397,31.27590016,-83.22529920000002
Georgia,GA,Bibb,153159,32.80904227,-83.70489165
Georgia,GA,Bleckley,12873,32.43829035,-83.33035166
Georgia,GA,Brantley,19109,31.19576557,-81.97743999
Georgia,GA,Brooks,15457,30.83922642,-83.58303423
Georgia,GA,Bryan,39627,32.00979311,-81.44002948
Georgia,GA,Bulloch,79608,32.39577406,-81.74811421
Georgia,GA,Burke,22383,33.05917989,-81.99928721
Georgia,GA,Butts,24936,33.283094500000004,-83.95435040000002
Georgia,GA,Calhoun,6189,31.53169785,-84.62725131
Georgia,GA,Camden,54666,30.92951916,-81.66601818
Georgia,GA,Candler,10803,32.40209349,-82.07702563
Georgia,GA,Carroll,119992,33.58138199,-85.07976677
Georgia,GA,Catoosa,67580,34.89872298,-85.13757014
Georgia,GA,Charlton,13392,30.78371028,-82.13951596
Georgia,GA,Chatham,289430,32.00043026,-81.12489526
Georgia,GA,Chattahoochee,10907,32.34341231,-84.78809239
Georgia,GA,Chattooga,24789,34.47197698,-85.34535662
Georgia,GA,Cherokee,258773,34.24393976,-84.47431861
Georgia,GA,Clarke,128331,33.95436462,-83.37124007
Georgia,GA,Clay,2834,31.62221166,-84.97713865
Georgia,GA,Clayton,292256,33.54187245,-84.35594188
Georgia,GA,Clinch,6618,30.91395822,-82.70432472
Georgia,GA,Cobb,760141,33.94243204,-84.5761255
Georgia,GA,Coffee,43273,31.54892966,-82.85492059999999
Georgia,GA,Colquitt,45600,31.18810588,-83.7677946
Georgia,GA,Columbia,156714,33.54534185,-82.263524
Georgia,GA,Cook,17270,31.16068491,-83.42947229
Georgia,GA,Coweta,148509,33.35334302,-84.76129976
Georgia,GA,Crawford,12404,32.71391813,-83.98061238
Georgia,GA,Crisp,22372,31.92289565,-83.76811843
Georgia,GA,Dade,16116,34.854916700000004,-85.50490424
Georgia,GA,Dawson,26108,34.44244079,-84.16964071
Georgia,GA,DeKalb,759297,33.76944049,-84.22396017
Georgia,GA,Decatur,26404,30.87967778,-84.57619536
Georgia,GA,Dodge,20605,32.17265114,-83.16948926
Georgia,GA,Dooly,13390,32.15630737,-83.79746561
Georgia,GA,Dougherty,87956,31.53328528,-84.21722377
Georgia,GA,Douglas,146343,33.70291126,-84.77026156
Georgia,GA,Early,10190,31.32155345,-84.90255207
Georgia,GA,Echols,4006,30.71101099,-82.89687287
Georgia,GA,Effingham,64296,32.36616021,-81.34280942
Georgia,GA,Elbert,19194,34.11302332,-82.83936148
Georgia,GA,Emanuel,22646,32.59221302,-82.30239915
Georgia,GA,Evans,10654,32.15328841,-81.8870105
Georgia,GA,Fannin,26188,34.86430205,-84.316964
Georgia,GA,Fayette,114421,33.41357794,-84.49089434
Georgia,GA,Floyd,98498,34.26268279,-85.21577392
Georgia,GA,Forsyth,244252,34.22604035,-84.12315129999998
Georgia,GA,Franklin,23349,34.37525597,-83.23159927
Georgia,GA,Fulton,1063937,33.79216944,-84.46319413
Georgia,GA,Gilmer,31369,34.69316688,-84.45802506
Georgia,GA,Glascock,2971,33.22879932,-82.61297636
Georgia,GA,Glynn,85292,31.23279254,-81.53811412
Georgia,GA,Gordon,57963,34.50487351,-84.87296253
Georgia,GA,Grady,24633,30.87454847,-84.23418364
Georgia,GA,Greene,18324,33.5769205,-83.17139104
Georgia,GA,Gwinnett,936250,33.96044201,-84.02137802
Georgia,GA,Habersham,45328,34.63331566,-83.53094677
Georgia,GA,Hall,204441,34.32207823,-83.81896936
